ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
4/3/18,25881,10.721902811586364,40.8,44.1,32,7,0.15,Tuesday,4
4/4/18,36753,12.154555637181547,45.9,57,39,9.3,0.28,Wednesday,4
4/5/18,39814,13.378084760804406,41.6,57,35.1,18.2,0.11,Thursday,4
4/6/18,35624,13.139786847817954,44.8,62.1,35.1,10.7,0,Friday,4
4/7/18,33245,14.377386574422218,45.7,62.1,37,10.5,0.09,Saturday,4
4/8/18,28410,14.941405021705975,38.9,48.9,33.1,12.2,0,Sunday,4
4/9/18,40509,11.925599249549483,38.7,48.9,33.1,10.6,0,Monday,4
4/10/18,43051,11.534113803008832,43.2,50,33.1,7.9,0,Tuesday,4
4/11/18,48612,12.483800981924903,44.4,52,37.9,6.9,0,Wednesday,4
4/12/18,53168,13.598826988664865,50.6,60.1,37.9,8.1,0,Thursday,4
4/13/18,63510,24.079607935758141,65.4,82,46,11.1,0,Friday,4
4/14/18,62597,22.908648178027693,61.6,82,51.1,9.4,0,Saturday,4
4/15/18,20440,12.307435583822571,44.4,69.1,39,18.4,0,Sunday,4
4/16/18,26289,13.660212129280941,46.6,61,39,18.1,1.24,Monday,4
4/17/18,44689,11.757871437415627,46.2,61,39.9,13.8,1.62,Tuesday,4
4/18/18,51110,13.195589251940261,44.7,55,39,11.6,0,Wednesday,4
4/19/18,38298,11.335561909238084,46.2,55,39,9.9,0.07,Thursday,4
4/20/18,47052,16.000119371475531,43.2,50,37.9,16.3,0.08,Friday,4
4/21/18,63599,23.50345314653795,48.8,62.1,37.9,10.4,0,Saturday,4
4/22/18,54284,21.240274298135731,55.2,64.9,41,8.1,0,Sunday,4
4/23/18,57767,16.767890548813913,53.5,64.9,45,7.8,0,Monday,4
4/24/18,58527,14.893794601921618,54.8,66,45,7.9,0,Tuesday,4
4/25/18,31214,17.28646280515153,56.1,66,46,10.4,0.42,Wednesday,4
4/26/18,66077,16.637593262405982,59.6,70,50,9.9,0.29,Thursday,4
4/27/18,39154,12.328815276429822,54.5,70,48.9,8.1,0.17,Friday,4
4/28/18,56745,21.099569125033049,56.7,66,48.9,6.2,0.05,Saturday,4
4/29/18,44837,18.701506568236059,54.2,66,50,10.6,0.22,Sunday,4
4/30/18,41075,13.162267397037944,49,57.9,44.1,15.8,0.15,Monday,4
5/1/18,72035,17.445850859535877,60.3,82,44.1,7.8,0,Tuesday,5
5/2/18,76773,16.612234987126552,76.9,89.1,66,10.3,0,Wednesday,5
5/3/18,69056,20.436858974358973,82.3,93,64.9,10.8,0,Thursday,5
5/4/18,71199,17.76182647696363,75.8,93,68,5.5,0.01,Friday,5
5/5/18,63329,24.555012974571948,70.3,84,61,11.2,0,Saturday,5
5/6/18,48993,17.533699031834473,62.6,75.9,57,7.6,0,Sunday,5
5/7/18,68917,17.650352839889532,62.1,75,54,5.6,0,Monday,5
5/8/18,74313,18.97815590811836,61.8,75,54,5.9,0,Tuesday,5
5/9/18,78458,18.083681502629862,63.5,73.9,54,4.8,0,Wednesday,5
5/10/18,67455,16.10722481654436,59.4,73.9,54,6.5,0,Thursday,5
5/11/18,75266,18.959467532927665,65.1,73,55.9,8.3,0.19,Friday,5
5/12/18,34535,16.282174122870519,59.2,73,54,7.3,0.06,Saturday,5
5/13/18,25986,17.894076297493527,53.6,64,52,7.3,0.14,Sunday,5
5/14/18,64729,15.904303326175286,58.4,71.1,52,5,0.1,Monday,5
5/15/18,52826,16.032164085866807,69.1,91.9,52,9.4,0.02,Tuesday,5
5/16/18,32766,12.52734592768927,62.9,70,55.9,6.7,0.44,Wednesday,5
5/17/18,49789,15.305948770478086,60.2,73.4,55,6,0.64,Thursday,5
5/18/18,63113,17.442503657460961,64.9,73,55,8.9,0.02,Friday,5
5/19/18,18026,15.370868930063983,54.4,66.9,50,10.7,0.2,Saturday,5
5/20/18,56949,23.551470906717718,66.7,84,50,7.1,0.44,Sunday,5
5/21/18,71220,22.679741645605176,68.9,84,55,7.6,0,Monday,5
5/22/18,48508,13.950543896539404,64.6,79,55.9,5,0,Tuesday,5
5/23/18,72655,19.2006696,66.2,82,55.9,5.1,0.42,Wednesday,5
5/24/18,74810,19.328324199082108,74.5,86,57,7.6,0.21,Thursday,5
5/25/18,69345,20.336381378133485,77.9,89.1,66,9.6,0,Friday,5
5/26/18,51597,32.988507406761364,82.3,91.9,68,9.3,0,Saturday,5
5/27/18,25814,23.995788461041798,68.8,91.9,59,11.2,0.12,Sunday,5
5/28/18,49043,22.907766313914994,60.2,82,55.9,8.3,0.41,Monday,5
5/29/18,69090,17.065852511217244,72.8,87.1,55.9,6,0,Tuesday,5
5/30/18,72321,16.616023238985452,69,87.1,63,7.8,0,Wednesday,5
5/31/18,55794,13.872895532375043,64,77,60.1,7.1,0,Thursday,5
