ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
6/14/14,28417,16.756327198507936,69.6,75.9,62.1,10.1,1.43,Saturday,6
6/15/14,28382,17.317562774528465,67.6,79,61,10,0,Sunday,6
6/16/14,34932,14.268376655597542,72,81,61,5.3,0,Monday,6
6/17/14,35097,14.096376708360639,76.7,88,64,6.7,0,Tuesday,6
6/18/14,35531,13.559252014672635,83.2,88,70,11.2,0,Wednesday,6
6/19/14,31724,13.661286407766996,74.8,88,68,5.4,0,Thursday,6
6/20/14,34405,16.704327859322778,73.3,80.1,66,8,0,Friday,6
6/21/14,30288,17.230165962317308,70,75.9,62.1,8.4,0,Saturday,6
6/22/14,29417,16.582756569330659,70.1,77,64,6.4,0,Sunday,6
6/23/14,32580,13.948640781665643,73.2,82,64,6.2,0,Monday,6
6/24/14,35897,13.736748196228099,73.5,82,66.9,10.8,0,Tuesday,6
6/25/14,34340,13.136113861386139,75.4,84,69.1,10.3,0,Wednesday,6
6/26/14,34846,13.568823298704773,77.5,86,71.1,6.3,0.07,Thursday,6
6/27/14,35823,14.686583572937314,74.5,86,68,7.5,0,Friday,6
6/28/14,28507,16.90474737,75.6,87.1,68,5.4,0,Saturday,6
6/29/14,27986,17.305518235308128,74.9,87.1,69.1,7.5,0,Sunday,6
6/30/14,33597,13.798781637249355,75.8,84,69.1,9,0,Monday,6
7/1/14,34854,13.230134752586984,79,88,69.1,10.2,0,Tuesday,7
7/2/14,26582,12.609202342437239,81.7,91,73,10.1,0,Wednesday,7
7/3/14,27587,13.287443965152669,78.9,91,72,6.3,0.65,Thursday,7
7/4/14,13612,15.486074786952692,71.1,89.1,64.9,8.5,0.71,Friday,7
7/5/14,22913,18.274830154642917,71.8,82.9,64.9,13.7,0.16,Saturday,7
7/6/14,23822,20.219724764223542,78.2,87.1,64.9,9.5,0,Sunday,7
7/7/14,31863,14.025829331826882,81.3,91.9,69.1,11.4,0,Monday,7
7/8/14,32713,13.311302336481926,83.8,93,72,10.7,0.18,Tuesday,7
7/9/14,34426,13.330690950638083,79.5,93,72,10.2,0,Wednesday,7
7/10/14,36288,13.710673868312755,76.3,88,70,5.5,0,Thursday,7
7/11/14,35000,14.030660000000003,76.9,84.9,70,6.1,0,Friday,7
7/12/14,28718,16.704610348910091,77,86,70,7,0,Saturday,7
7/13/14,24869,15.259172061602806,75.3,86,71.1,10.1,0,Sunday,7
7/14/14,25825,12.618090351726369,77.2,84.9,71.1,6.3,0.41,Monday,7
7/15/14,22963,12.21871416336425,76.3,88,72,7,0.57,Tuesday,7
7/16/14,35391,13.554079191508201,73.8,88,68,6.4,0.93,Wednesday,7
7/17/14,38619,13.719102859559632,75,82.9,68,4.8,0,Thursday,7
7/18/14,36105,14.457257997507272,74.6,82.9,68,6.1,0,Friday,7
7/19/14,29291,16.618232562903284,73.1,82,68,6,0,Saturday,7
7/20/14,30296,17.056757767802136,71.2,77,66.9,9.1,0,Sunday,7
7/21/14,35670,13.678115129427157,74,84,66.9,4.4,0,Monday,7
7/22/14,36886,13.627777476549367,78.1,87.1,66.9,7.3,0,Tuesday,7
7/23/14,34173,13.109473365912663,80.2,89.1,72,9.9,0,Wednesday,7
7/24/14,36693,13.742467682300893,76.8,89.1,73,7.9,0.12,Thursday,7
7/25/14,36384,14.157776770008789,74.6,82,66.9,6.9,0,Friday,7
7/26/14,27179,16.451384034242128,75.7,82.9,66.9,7.9,0,Saturday,7
7/27/14,27004,16.19756579272207,77.5,88,71.1,8.5,0,Sunday,7
7/28/14,33189,13.454911265780838,78.2,88,70,9.4,0.26,Monday,7
7/29/14,37092,13.568479276753292,70.6,84,64.9,11.4,0,Tuesday,7
7/30/14,37377,13.556849131819034,72.5,82.9,64.9,6.5,0,Wednesday,7
7/31/14,35458,13.663461466147744,75.1,82.9,64.9,8.6,0,Thursday,7
8/1/14,32654,13.526990567771174,76.7,86,70,7.3,0,Friday,8
8/2/14,26784,16.543361086220635,71.1,86,64.9,8.7,0.34,Saturday,8
8/3/14,25276,16.505556654533944,69.6,75.9,64.9,4.8,0.12,Sunday,8
8/4/14,33822,13.985576942029839,75.4,84,66,5.4,0.01,Monday,8
8/5/14,34392,13.747544002481197,79.7,89.1,71.1,4.4,0,Tuesday,8
8/6/14,36336,13.637403676794367,76.9,89.1,71.1,7.1,0,Wednesday,8
8/7/14,36362,13.852484736813157,75.2,84,66.9,8.1,0,Thursday,8
8/8/14,34073,14.120054001702231,74,82.9,66,7.1,0,Friday,8
8/9/14,31636,18.437703354827828,77.5,87.1,66,4,0,Saturday,8
8/10/14,26749,17.214753199496563,78.9,87.1,70,4.8,0,Sunday,8
8/11/14,33664,13.774130129119133,79.7,87.1,71.1,5.9,0,Monday,8
8/12/14,26261,12.027818818780705,75.5,87.1,72,11.1,0,Tuesday,8
8/13/14,27977,13.221852474056071,73.4,86,68,13.5,0.77,Wednesday,8
8/14/14,35154,14.364689651248787,72,86,64,11.6,0.15,Thursday,8
8/15/14,32480,13.884582820197044,69.6,79,63,9.2,0,Friday,8
8/16/14,32017,18.710583440047468,71.7,79,63,7.1,0,Saturday,8
8/17/14,27417,16.750628563786456,74.7,82.9,66,7.7,0,Sunday,8
8/18/14,34339,14.094628556451847,72.6,82.9,64,8.8,0.01,Monday,8
8/19/14,35367,13.925657156859977,72.5,81,64,6.9,0,Tuesday,8
8/20/14,35532,14.048568426582612,75.4,84,64.9,6.2,0,Wednesday,8
8/21/14,33804,13.843160572713289,75,84,69.1,6.3,0.07,Thursday,8
8/22/14,30406,13.575098116599793,71.2,81,64,7.6,1.2,Friday,8
8/23/14,26429,16.310513703381385,70.1,75.9,66.9,8.2,0.04,Saturday,8
8/24/14,27493,17.628368433176931,72,80.1,64.9,6.2,0,Sunday,8
8/25/14,32892,13.790671997243502,75.4,86,64.9,4.4,0,Monday,8
8/26/14,34519,13.521703989107452,79,86,68,4.6,0,Tuesday,8
8/27/14,33721,13.675883475183616,79,89.1,71.1,7,0,Wednesday,8
8/28/14,33927,13.819915799608967,76.5,89.1,70,8.9,0,Thursday,8
8/29/14,31264,14.23113431849198,70.3,80.1,64,8,0,Friday,8
8/30/14,22689,17.233491265958548,71.7,79,64,6.7,0,Saturday,8
8/31/14,18053,17.046679222289928,77.4,91.9,66.9,9.4,0,Sunday,8
9/1/14,23575,19.545633085896085,80.3,91.9,73,5.6,0.79,Monday,9
9/2/14,30507,13.558917079140304,84.3,93,75.9,6.8,0,Tuesday,9
9/3/14,35535,13.646317714928939,80.2,93,73,9.6,0,Wednesday,9
9/4/14,36496,14.082504475376293,78.5,86,71.1,6.1,0,Thursday,9
9/5/14,34831,14.268615601045049,78.3,86,71.1,8,0,Friday,9
9/6/14,25833,15.771490599878707,80.8,91,73,8,0,Saturday,9
9/7/14,29721,17.488032591994429,73.1,91,66,8.2,0.21,Sunday,9
9/8/14,34335,14.303210523760983,71,80.1,64.9,9.4,0,Monday,9
9/9/14,34518,13.617086737354422,68.1,77,64,12.5,0,Tuesday,9
9/10/14,37653,14.179311520109065,68.5,75,62.6,9.3,0,Wednesday,9
9/11/14,37081,13.377529822101165,73.8,84,63,9.1,0,Thursday,9
9/12/14,37204,15.752581263663407,70.6,84,63,9.6,0,Friday,9
9/13/14,17293,15.207226430733048,65.1,71.1,60.8,10.5,0,Saturday,9
9/14/14,28688,17.444886944599364,62.1,71.1,55,7.4,0.19,Sunday,9
9/15/14,35045,14.662093974413848,63.6,73,55,6.5,0,Monday,9
9/16/14,25633,13.024798762012511,63.9,73,55,5.6,0.01,Tuesday,9
9/17/14,37453,13.742398027750339,65.9,73,57.9,4.3,0.41,Wednesday,9
9/18/14,37381,15.109120052076365,67.6,75,59,4.6,0,Thursday,9
9/19/14,34713,13.759263580406953,62.1,75,55,10.3,0,Friday,9
9/20/14,30011,16.831377939200067,65,73.9,55,9.1,0,Saturday,9
9/21/14,26080,16.307601610429447,70.4,77,57.9,3.5,0.21,Sunday,9
9/22/14,33239,13.489832726616324,68.8,77,61,11.1,0,Monday,9
9/23/14,36347,14.318372447061192,60.9,73,54,7,0,Tuesday,9
9/24/14,35481,14.15637994043761,65,73,54,8.1,0,Wednesday,9
9/25/14,16650,12.309901901901911,62.6,70,57.9,13,0.02,Thursday,9
9/26/14,35116,14.915348179367431,66.4,77,57.9,7,0.15,Friday,9
9/27/14,30193,18.084732112299758,72.6,82.9,60.1,3.6,0,Saturday,9
9/28/14,29021,18.296087890378235,73.4,84,64.9,3.2,0,Sunday,9
9/29/14,33161,15.074445382628195,72.7,84,64.9,4.1,0,Monday,9
9/30/14,35093,15.192419665840294,69,73.9,64.4,6.2,0,Tuesday,9
10/1/14,27942,12.342573306611314,63.3,66.2,60.8,8.4,0.04,Wednesday,10
10/2/14,34492,14.133840697359778,63.3,68,60.1,9.1,0,Thursday,10
10/3/14,34944,15.281557158119661,62.4,69.1,57,6.8,0,Friday,10
10/4/14,13354,14.13247092007389,65,71.1,57,10,0.07,Saturday,10
10/5/14,23456,15.738347686448389,54.2,71.1,46.9,12.2,0.98,Sunday,10
10/6/14,31742,13.726223405372483,59.2,71.1,46.9,8.5,0,Monday,10
10/7/14,32892,13.510334833191459,67.1,72,51.1,11.4,0,Tuesday,10
10/8/14,33607,16.683948284583568,67.6,73,64,13.5,0.06,Wednesday,10
10/9/14,32203,13.678046558809223,64.2,73,57.9,12.6,0.03,Thursday,10
10/10/14,30887,14.82013954090718,60.3,69.1,54,6.5,0,Friday,10
10/11/14,12965,14.29692119809744,56.2,62.1,51.8,6.2,0.13,Saturday,10
10/12/14,23394,17.592083440198344,55.1,62.1,48.9,5.3,0.2,Sunday,10
10/13/14,22752,13.443484821847161,58.8,66,48.9,4.4,0,Monday,10
10/14/14,32614,18.747257312810454,67.6,75.9,53.1,8.5,0.03,Tuesday,10
10/15/14,28743,13.511033990884734,71.9,78.1,64,12.9,0,Wednesday,10
10/16/14,26754,13.593397871969298,69.8,78.1,64.9,11,0.72,Thursday,10
10/17/14,34132,15.251804757998359,65.8,72,61,8.7,0.08,Friday,10
10/18/14,24978,17.851717511410037,64.1,72,60.1,8.9,0,Saturday,10
10/19/14,18840,14.547722929936304,54.5,70,48,14.8,0,Sunday,10
10/20/14,27914,17.183799646533398,49.8,61,44.1,8.4,0,Monday,10
10/21/14,31330,13.243528034897329,60,68,44.1,5.6,0,Tuesday,10
10/22/14,9169,11.838021230959388,57,68,52,11.5,0.35,Wednesday,10
10/23/14,13371,12.233315882631565,52.2,59,51.1,15.6,1,Thursday,10
10/24/14,29837,13.538779591335141,54.7,62.1,51.1,11.2,0.23,Friday,10
10/25/14,24952,16.557081596665594,58.7,68,51.1,8.3,0,Saturday,10
10/26/14,20768,15.548127728556759,59.6,68,52,13.3,0,Sunday,10
10/27/14,28806,14.050002892915831,57,64,51.1,11,0,Monday,10
10/28/14,32956,12.994410729457456,60.4,72,51.1,6.1,0,Tuesday,10
10/29/14,29999,12.749371645721522,64.2,72,53.1,7.1,0,Wednesday,10
10/30/14,31133,13.208668722363193,54,72,50,8.4,0,Thursday,10
10/31/14,27785,18.070444484434049,49.9,57.9,45,9.3,0,Friday,10
11/1/14,6002,11.192083194490721,48.1,55,45,15.1,0.05,Saturday,11
11/2/14,14100,16.124030732860518,44.6,48,42.1,19.4,0.17,Sunday,11
11/3/14,26757,13.746447035666682,48.1,62.1,41,13.6,0,Monday,11
11/4/14,31174,13.306952909475843,60.2,69.1,41,8.5,0,Tuesday,11
11/5/14,30539,14.527718109084562,61.4,69.1,55,9,0,Wednesday,11
11/6/14,12283,12.06516459062661,52.7,64,48,5.3,0.13,Thursday,11
11/7/14,25355,12.322618812857421,49.6,59,45,12.9,0.21,Friday,11
11/8/14,17443,14.520727512469184,42.4,52,37.9,11,0,Saturday,11
11/9/14,18207,15.17010948170118,49.9,57,37.9,6.2,0,Sunday,11
11/10/14,27655,12.945201591032362,51.8,61,42.1,3.4,0,Monday,11
11/11/14,29358,12.823087403774098,54.9,64,42.1,5,0,Tuesday,11
11/12/14,27807,12.878346579398469,58.7,66,46.9,5.6,0,Wednesday,11
11/13/14,20652,14.00368729,45.7,66,39.9,5.3,0,Thursday,11
11/14/14,21082,12.606940359864653,39.3,48,36,12.4,0.2,Friday,11
11/15/14,14057,12.988551374167086,37.8,43,34,9.7,0.03,Saturday,11
11/16/14,13272,13.046382107695395,39.4,44.1,34,5.4,0,Sunday,11
11/17/14,8116,12.371365204534248,43.6,53.1,35.1,5.8,0.51,Monday,11
11/18/14,16691,11.099698440277196,37.1,53.1,28,16.2,1,Tuesday,11
11/19/14,16694,13.006334611237573,26.7,46,21.9,12.9,0,Wednesday,11
11/20/14,20611,12.013123251338278,38.1,46,21.9,11.2,0,Thursday,11
11/21/14,17806,10.811233104945899,33.1,46,28,15.8,0,Friday,11
11/22/14,12682,13.606544709036429,34.3,43,28,8.8,0,Saturday,11
11/23/14,15669,14.317903716467757,46.9,55,28.9,7.9,0,Sunday,11
11/24/14,23031,12.727714095494481,57.5,64,44.1,10.6,0.61,Monday,11
11/25/14,25580,14.14487816002085,60.1,66.9,48.9,9.7,0,Tuesday,11
11/26/14,3675,12.75508390022676,44,53.1,33.8,9.8,0,Wednesday,11
11/27/14,3945,11.856244190959021,36.5,51.1,34,11.3,1.07,Thursday,11
11/28/14,8378,11.86724357,34.4,37.9,30.9,13.1,0.01,Friday,11
11/29/14,8183,11.973750458267141,31.4,37,28.9,5.9,0,Saturday,11
11/30/14,12384,14.758551356589148,46.5,53.1,28.9,7.7,0,Sunday,11
12/1/14,18519,12.885524776355815,55.4,64,44.1,7.6,0,Monday,12
12/2/14,15367,11.433989501312336,39.7,46,35.1,12.3,0.05,Tuesday,12
12/3/14,13472,14.234154790182108,43.5,46.9,35.1,8.3,0.12,Wednesday,12
12/4/14,21335,11.880248418092334,42,46.9,37.9,11.3,0.09,Thursday,12
12/5/14,15818,12.185782020482996,38.4,46,34,9.3,0,Friday,12
12/6/14,4047,13.022934684128161,44.9,48.9,34,4.1,0.7,Saturday,12
12/7/14,10510,11.942905169679671,39.4,48.9,34,15.3,1.14,Sunday,12
12/8/14,15557,11.212750958839539,29.8,34,24.8,13.7,0.03,Monday,12
12/9/14,6713,11.398646904017076,38.7,45,25,18.1,0.45,Tuesday,12
12/10/14,10399,11.292754110972208,38.6,45,32,14.8,2.26,Wednesday,12
12/11/14,18141,11.962103338661969,34.2,37,30.2,14.9,0.02,Thursday,12
12/12/14,17892,11.387605261196814,34.5,37.9,30.9,12.7,0.03,Friday,12
12/13/14,12549,16.932308019231275,37.2,44.1,32,13.7,0,Saturday,12
12/14/14,11941,13.483606900594593,40.4,45,35.1,11.3,0,Sunday,12
12/15/14,19382,11.99335982,41.6,48.9,37,5.9,0,Monday,12
12/16/14,16816,11.87185517760863,41.5,48.9,36,5.6,0,Tuesday,12
12/17/14,20346,11.689852223205214,46.5,53.1,36,8.6,0.19,Wednesday,12
12/18/14,19051,11.24447010655609,41,53.1,37.9,15.4,0.03,Thursday,12
12/19/14,17200,11.366994186046508,36.8,43,33.1,13.5,0,Friday,12
12/20/14,9582,11.221432547136997,31.9,37.9,30,7.8,0,Saturday,12
12/21/14,8747,12.430042681300254,33.1,36,30,5.7,0,Sunday,12
12/22/14,13560,12.202332841691248,37.9,43,32,7.1,0,Monday,12
12/23/14,9422,11.695476898040045,44.1,46.4,42.8,9.9,0.17,Tuesday,12
12/24/14,4285,11.677639050952935,44.5,54,42.8,7.8,0.08,Wednesday,12
12/25/14,4890,18.95653033,52.6,63,43,12,0.71,Thursday,12
12/26/14,9895,14.20262758969176,45.3,63,39.9,9.4,0.07,Friday,12
12/27/14,10247,16.139143163852836,47.4,55,39.9,4.6,0,Saturday,12
12/28/14,7902,13.044575213026238,48.1,55,42.1,6.8,0,Sunday,12
12/29/14,13549,13.280457352326126,41.3,52,37.9,10,0.1,Monday,12
12/30/14,12196,11.500896468787584,32.6,44.1,28.9,8,0,Tuesday,12
12/31/14,9739,12.678344799260707,29.4,35.1,27,7.8,0,Wednesday,12
1/1/15,5317,13.363444298163126,31.2,39,27,11.5,0,Thursday,1
1/2/15,11304,12.187349610757256,38.6,42.1,27,12.6,0,Friday,1
1/3/15,4478,10.921404644930771,35.2,42.1,30.9,8.1,0,Saturday,1
1/4/15,7849,11.325903512124682,45.1,57,30.9,8.4,0.85,Sunday,1
1/5/15,14506,10.630196700216006,42.5,57,28.9,18.2,0.13,Monday,1
1/6/15,8739,10.582040279208149,21.2,28.9,17.6,8.7,0,Tuesday,1
1/7/15,9646,9.820182804616767,21.7,25,15.1,14.8,0.05,Wednesday,1
1/8/15,8779,9.9310153016668554,13.2,25,8.1,14.6,0,Thursday,1
1/9/15,7930,10.610964691046663,24,33.1,8.1,13.3,0,Friday,1
1/10/15,6109,9.9337616631199879,21.7,33.1,17.1,13.3,0.06,Saturday,1
1/11/15,7467,10.384540868711218,24.8,37,17.1,8.5,0,Sunday,1
1/12/15,8645,10.394794679005205,36,37.9,19,5.6,0,Monday,1
1/13/15,12797,10.308126904743299,30.2,39,19,12.1,0.39,Tuesday,1
1/14/15,13086,10.383807122115236,22,36,17.1,9.1,0,Wednesday,1
1/15/15,14075,10.556677323860269,29.5,34,17.1,7.6,0,Thursday,1
1/16/15,13843,10.42284668544872,34,42.1,25,13,0,Friday,1
1/17/15,7491,10.954093801450627,22.3,42.1,17.1,11.8,0,Saturday,1
1/18/15,1795,12.057901578458681,32.7,41,17.1,4.6,0,Sunday,1
1/19/15,10710,11.528778400248987,39.4,43,28.9,12.3,1.98,Monday,1
1/20/15,16129,10.797786595573191,37.2,42.1,34,9.6,0,Tuesday,1
1/21/15,15234,10.447485886832085,30.5,39.9,25,7,0,Wednesday,1
1/22/15,15864,10.675724911749876,34,39,25,5.3,0,Thursday,1
1/23/15,15737,10.659342102476124,32.4,39,28,9.9,0,Friday,1
1/24/15,4814,10.505058163689236,35.1,39.9,28,8.3,0.66,Saturday,1
1/25/15,9379,12.021174965348115,37.6,42.1,32,12.8,0.07,Sunday,1
1/26/15,4141,11.085237060291396,26.6,35.1,21.2,14.7,0,Monday,1
1/27/15,1214,15.93785008237232,24.4,30,19.9,14.9,0.45,Tuesday,1
1/28/15,5401,14.174285626118619,23.5,34,17.1,11.7,0.01,Wednesday,1
1/29/15,8870,12.53179819616685,26.3,34,17.1,6.1,0,Thursday,1
1/30/15,9015,10.857901645405802,33.9,37,21,10.8,0.07,Friday,1
1/31/15,5188,10.44636662,20.4,37,12.9,21.5,0.01,Saturday,1
2/1/15,6441,10.635820007245252,27.5,36,12.9,8.8,0,Sunday,2
2/2/15,1459,15.347703906785467,29.6,36,19.9,11.2,0.84,Monday,2
2/3/15,4754,12.787074042911232,19.3,33.1,14,13.4,0.26,Tuesday,2
2/4/15,8973,11.625942642743045,30,39.9,14,5.6,0,Wednesday,2
2/5/15,9208,10.389945337387779,33.2,41,21,12.1,0,Thursday,2
2/6/15,8575,10.618616132167157,18.1,39.9,12,13.3,0,Friday,2
2/7/15,6790,11.441013745704463,29,36,12,7.1,0,Saturday,2
2/8/15,6662,11.115628439907931,33,36,26.1,8.9,0.01,Sunday,2
2/9/15,5160,10.565529715762278,28.9,35.6,25.9,15.3,0.03,Monday,2
2/10/15,10328,10.637577459333857,29.9,39,26.1,11,0.04,Tuesday,2
2/11/15,11439,10.817006148556109,28.4,39,21.9,9.3,0,Wednesday,2
2/12/15,11269,10.797302333836184,32.3,39.9,21.9,6.9,0,Thursday,2
2/13/15,7642,10.38418171508331,17.6,39.9,9,18.2,0,Friday,2
2/14/15,4614,10.43077951163127,22.9,32,9,7.1,0,Saturday,2
2/15/15,2581,9.497643032416379,20.5,32,10.9,19.7,0.01,Sunday,2
2/16/15,3998,9.9301775887943968,10.2,26.1,3.9,15.4,0,Monday,2
2/17/15,4784,10.820833333333338,19.4,28,3.9,6.6,0.11,Tuesday,2
2/18/15,9170,10.799540167211921,24.2,30.9,14,5,0.02,Wednesday,2
2/19/15,7799,9.9255823396161915,22,30.9,15.1,14.9,0,Thursday,2
2/20/15,6159,10.046747307463336,10.9,27,3,18.2,0,Friday,2
2/21/15,3157,9.8488332805405978,20.1,28.9,3,8,0.01,Saturday,2
2/22/15,4274,11.950760411792229,34.1,42.1,14,3.7,0.71,Sunday,2
2/23/15,7458,10.532466255475102,29.3,42.1,16,14,0.11,Monday,2
2/24/15,7402,10.747858686841397,12.4,37.9,6.1,9.9,0,Tuesday,2
2/25/15,10751,10.857537283353484,27.7,37.9,6.1,8.7,0,Wednesday,2
2/26/15,9901,11.258465474867856,26.9,37.9,21,9.3,0,Thursday,2
2/27/15,9864,10.997024533657745,23.7,32,19,7.3,0,Friday,2
2/28/15,6318,10.824021314762055,22.1,30,15.1,7.2,0,Saturday,2
3/1/15,2879,12.341061711242329,26.7,30,15.1,4.4,0,Sunday,3
3/2/15,7283,11.292155247379741,32.2,37.9,24.1,9,0.48,Monday,3
3/3/15,6533,12.700640338792795,28.4,37.9,24.1,9.8,0,Tuesday,3
3/4/15,7514,11.673711294472541,38.9,46.9,24.1,8,0.73,Wednesday,3
3/5/15,1637,15.43091020158827,32.9,44.1,21.2,8.6,0.46,Thursday,3
3/6/15,5162,12.277776701536876,21,41,15.1,7.1,0.38,Friday,3
3/7/15,5590,14.794570661896245,26.8,37.9,15.1,9.3,0,Saturday,3
3/8/15,7898,13.69237992740778,40.2,48,35.1,8.4,0,Sunday,3
3/9/15,14878,12.643708831832237,44.9,54,35.1,6.5,0.02,Monday,3
3/10/15,11781,12.056681662564017,40.7,54,33.1,4.6,0.11,Tuesday,3
3/11/15,19561,13.397417480360581,46.4,60.1,33.1,7.5,0.44,Wednesday,3
3/12/15,17530,12.152317931165618,45.3,60.1,37,16.4,0.02,Thursday,3
3/13/15,16145,12.060395375245172,37.1,46.9,30.9,8.4,0,Friday,3
3/14/15,3906,12.14748677248677,43.6,51.8,37.4,7.1,0.21,Saturday,3
3/15/15,8838,12.096647054386361,44.1,51.1,37,14,0.81,Sunday,3
3/16/15,16787,11.890594904787434,40.2,51.1,36,9.3,0,Monday,3
3/17/15,14857,11.778551075811627,47.9,54,36,10.6,0,Tuesday,3
3/18/15,13842,11.333388720319798,33.7,37.9,28.9,19.6,0.01,Wednesday,3
3/19/15,15446,12.821573007035264,33.5,42.1,28,10.7,0,Thursday,3
3/20/15,8052,11.094823232323229,34.4,42.1,28.9,8.4,0,Friday,3
3/21/15,9338,13.598843435425145,34.9,46.9,28.9,7.1,0.29,Saturday,3
3/22/15,9676,12.476186785172935,39.9,48,28.9,13.8,0.01,Sunday,3
3/23/15,13538,10.822777859851284,30.5,44.1,24.1,12.3,0,Monday,3
3/24/15,16166,11.326275310322073,33.6,44.1,24.1,7.4,0,Tuesday,3
3/25/15,14670,11.68099636446262,39.1,48,26.1,5.7,0,Wednesday,3
3/26/15,14954,11.843317284115733,45.2,57,32,4.4,0.05,Thursday,3
3/27/15,14107,11.577435552089979,44.9,57,37.9,7.7,0.52,Friday,3
3/28/15,1107,12.674495633845224,37.6,46,33.1,10.7,0.28,Saturday,3
3/29/15,9826,14.182955085148247,33.5,46,27,10.3,0,Sunday,3
3/30/15,18075,12.113396957123097,42.2,55,27,10.8,0,Monday,3
3/31/15,14250,12.694670175438599,42.8,55,34,9.6,0,Tuesday,3
4/1/15,20146,13.215563883649361,39.8,51.1,34,8.5,0.14,Wednesday,4
4/2/15,24227,20.767175052627238,49.9,63,34,8.4,0,Thursday,4
4/3/15,14774,13.698973421776996,59.2,63,39,9.5,0,Friday,4
4/4/15,14355,15.031241147103222,52,63,46.9,14.3,0.04,Saturday,4
4/5/15,13799,18.106378481532477,50.1,62.1,43,11.2,0,Sunday,4
4/6/15,23391,15.093338606016561,46.7,62.1,39,7.8,0,Monday,4
4/7/15,16262,11.673802935268307,50.6,60.1,39,7.7,0.01,Tuesday,4
4/8/15,17872,13.848690689346462,43,57,39.9,12.3,0.16,Wednesday,4
4/9/15,16546,11.794970587050242,39.3,46,37,12.4,0,Thursday,4
4/10/15,16317,12.313068170211027,43,57.2,39.2,6.9,0.25,Friday,4
4/11/15,18643,16.437951688748235,55.3,57.2,51.1,14.7,0.24,Saturday,4
4/12/15,19954,19.100768434065014,51.3,64.9,44.1,7.6,0,Sunday,4
4/13/15,24925,15.158399197592775,55.6,64.9,44.1,8,0,Monday,4
4/14/15,22703,12.626147792509068,59.3,64.9,46.9,7,0,Tuesday,4
4/15/15,27594,16.236471696745671,59.1,70,51.1,7.4,0,Wednesday,4
4/16/15,27180,13.467742825607068,56.5,70,46.9,7.4,0,Thursday,4
4/17/15,24175,15.087127886935539,59.7,71.1,46.9,9,0.08,Friday,4
4/18/15,28174,22.166673173848224,66,79,54,5.7,0,Saturday,4
4/19/15,21475,18.129433449747772,57.6,79,50,8.8,0,Sunday,4
4/20/15,11202,11.984380765339525,50.6,61,45,13.2,0,Monday,4
4/21/15,24868,16.30488110557075,57.4,66.9,45,9,0.95,Tuesday,4
4/22/15,21997,12.904648361140152,58.8,66.9,50,8.9,0.07,Wednesday,4
4/23/15,22074,14.395430521578932,47.4,66.9,42.1,13.5,0.1,Thursday,4
4/24/15,20981,14.680193985034077,43.4,50,39,16.1,0,Friday,4
4/25/15,21082,18.383447965088692,46.1,60.1,39,11.8,0,Saturday,4
4/26/15,21594,18.999813219721528,52,61,39,5.2,0,Sunday,4
4/27/15,25501,13.120946237402455,53.8,61,45,9.9,0,Monday,4
4/28/15,29795,14.786426134138841,57.2,72,48.9,11.5,0,Tuesday,4
4/29/15,31532,14.744549452408132,64.2,75.9,51.1,8.8,0,Wednesday,4
4/30/15,29252,15.552346278317154,52.4,75.9,46.9,13.1,0,Thursday,4
5/1/15,27924,14.358900348565152,52.6,64,46.9,7.6,0,Friday,5
5/2/15,25743,19.347873855675974,53.9,69.1,48,4.7,0,Saturday,5
5/3/15,27694,20.460286223249309,59.5,75.9,48,6.4,0,Sunday,5
5/4/15,32066,16.651919998336769,66.5,82,51.1,7.1,0,Monday,5
5/5/15,33012,16.947328244274807,72.7,82,54,7.5,0,Tuesday,5
5/6/15,30313,14.547862853121329,65.3,81,59,6.4,0,Wednesday,5
5/7/15,34871,15.368028352116847,64.6,75.9,52,5.2,0,Thursday,5
5/8/15,34304,16.277496793376862,64.2,79,52,6.3,0,Friday,5
5/9/15,24329,19.635189828325597,58,79,53.1,8.4,0,Saturday,5
5/10/15,26573,20.346503970195307,66.3,82,53.1,6,0.01,Sunday,5
5/11/15,32382,16.478707306528321,74.4,82.9,57,9.4,0,Monday,5
5/12/15,35225,15.161436006624081,74.9,87.1,64,9.1,0,Tuesday,5
5/13/15,33402,15.45486547711714,65.1,87.1,57.9,15.3,0,Wednesday,5
5/14/15,40826,16.91159677656395,59.7,72,52,8.5,0,Thursday,5
5/15/15,34945,15.999832117136453,63.2,73.9,52,7.6,0,Friday,5
5/16/15,23882,18.769493760991544,65.2,75,55.9,6.5,0.01,Saturday,5
5/17/15,30969,19.89008255567397,70.4,82.9,57,3.2,0.28,Sunday,5
5/18/15,31559,16.207773271227435,63.6,75.9,55.4,7.5,0.02,Monday,5
5/19/15,33895,14.039197030043765,61.6,82,55,6.2,0.01,Tuesday,5
5/20/15,33823,13.874159102780153,62,82,55,13.2,0,Wednesday,5
5/21/15,31214,13.769075308088253,57.1,66,53.1,7,0,Thursday,5
5/22/15,31891,15.433476529428367,61.8,75,53.1,9.9,0,Friday,5
5/23/15,23910,20.412528927924157,59.3,75,50,11.5,0,Saturday,5
5/24/15,25151,21.735675188527956,65.7,81,50,8.7,0,Sunday,5
5/25/15,28164,20.071817450172787,72.5,82.9,55.9,8.8,0,Monday,5
5/26/15,35786,15.203880008942042,75.2,86,64.9,10.3,0,Tuesday,5
